id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
233323,ETH-2016-3-1578-50,2016,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""Xinhua News Agency,2016-07-10,Suspected Al-Shabaab gunmen kill Kenyan woman in border region"";""ARB,2016-08-10,KENYA Complex Security Situation""",Xinhua News Agency;ARB,2016-07-10;2016-08-10,Suspected Al-Shabaab gunmen kill Kenyan woman in border region;KENYA Complex Security Situation,"Deputy County Commissioner for Lafey town, Erick Ornyi",5,Between Mandera and Lafey,"between Mandera and Lafey, Mandera County, near the border with Somalia",Mandera county,,3.544825,41.484350,POINT (41.48435 3.544825),135083,Kenya,KEN,501,Africa,1,1,2016-07-09 00:00:00.000,2016-07-09 00:00:00.000,0,0,1,0,1,1,1,,
233332,ETH-2016-3-1578-51,2016,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Xinhua News Agency,2016-08-28,Kenyan Muslim cleric killed by explosive devices near Somali border""",Xinhua News Agency,2016-08-28,Kenyan Muslim cleric killed by explosive devices near Somali border,"James Ole Serian, a regional security official",2,Ishakani,"near Ishakani border, Lamu county",Lamu county,Lamu East constituency,-1.688469,41.530707,POINT (41.530707 -1.688469),127164,Kenya,KEN,501,Africa,1,1,2016-08-27 00:00:00.000,2016-08-27 00:00:00.000,0,0,0,0,0,1,0,,
233615,ETH-2016-3-1578-52,2016,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Reuters News,2016-10-06,Somali Islamist militants kill six in Kenya attack"";""Agence France Presse,2016-10-06,Shabaab kills six 'Christians' in northeast Kenya"";""Agence France Presse,2016-10-06,Six killed in suspected Shabaab attack in northeast Kenya""",Reuters News;Agence France Presse;Agence France Presse,2016-10-06;2016-10-06;2016-10-06,Somali Islamist militants kill six in Kenya attack;Shabaab kills six 'Christians' in northeast Kenya;Six killed in suspected Shabaab attack in northeast Kenya,"Governor Ali Roba, Police chief Joseph Boinnet, al-shabaab spokesman",1,Mandera town,Mandera town,Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2016-10-06 00:00:00.000,2016-10-06 00:00:00.000,0,0,6,0,6,6,6,,
233620,ETH-2016-3-1578-53,2016,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,6,"""Agence France Presse,2016-10-25,Twelve killed in northeast Kenya bomb attack: police"";""BBC Monitoring Africa,2016-10-25,Al-Shabab says kills 15 in Kenya attack"";""Reuters News,2016-10-25,Twelve killed in attack in northeast Kenya - media"";""Agence France Presse,2016-10-25,Twelve killed in northeast Kenya bomb attack: police"";""Reuters News,2016-10-25,Attackers kill 12 in Kenyan guesthouse blast near Somali border"";""All Africa,2016-10-26,Police Probe Latest Mandera Shabaab Attack""",Agence France Presse;BBC Monitoring Africa;Reuters News;Agence France Presse;Reuters News;All Africa,2016-10-25;2016-10-25;2016-10-25;2016-10-25;2016-10-25;2016-10-26,Twelve killed in northeast Kenya bomb attack: police;Al-Shabab says kills 15 in Kenya attack;Twelve killed in attack in northeast Kenya - media;Twelve killed in northeast Kenya bomb attack: police;Attackers kill 12 in Kenyan guesthouse blast near Somali border;Police Probe Latest Mandera Shabaab Attack,"police , al-shabaab",2,Mandera town,Mandera town,Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2016-10-25 00:00:00.000,2016-10-25 00:00:00.000,0,0,12,0,12,15,12,,
237059,ETH-2017-3-1071-1,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""All Africa,2017-03-27,Explosion Kills Two People in Kenya's Border Town""",All Africa,2017-03-27,Explosion Kills Two People in Kenya's Border Town,A regional government official David Mbeki,4,Mandera county,"Hareeralesa village, Mandera county",Mandera county,,3.366667,40.700000,POINT (40.7 3.366667),134362,Kenya,KEN,501,Africa,1,1,2017-03-27 00:00:00.000,2017-03-27 00:00:00.000,0,0,0,0,0,2,0,,
241821,ETH-2017-3-1071-40,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Terrorism Monitor,2017-06-16,The Threat al-Shabaab Poses to Kenya’s Election """,Terrorism Monitor,2017-06-16,The Threat al-Shabaab Poses to Kenya’s Election,,1,Omar Jillo village,"Omar Jillo, Lafey sub-county in Mandera",Mandera county,Lafey constituency,3.793810,41.716670,POINT (41.71667 3.79381),135084,Kenya,KEN,501,Africa,1,1,2017-05-15 00:00:00.000,2017-05-15 00:00:00.000,0,0,1,0,1,1,1,,
238867,ETH-2017-3-1071-6,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""Xinhua News Agency,2017-06-01,Al-Shabaab kills Kenyan teacher in border region"";""Reuters News,2017-06-01,At least one dead in attack on Kenyan town near Somalia border""",Xinhua News Agency;Reuters News,2017-06-01;2017-06-01,Al-Shabaab kills Kenyan teacher in border region;At least one dead in attack on Kenyan town near Somalia border,"Regional government official Mohamud Saleh 
A local official, Yasin Shabel",2,Fafi town,Fafi (near),Garissa county,Fafi constituency,-0.390187,40.325158,POINT (40.325158 -0.390187),129321,Kenya,KEN,501,Africa,1,1,2017-06-01 00:00:00.000,2017-06-01 00:00:00.000,0,0,1,0,1,1,1,,
238872,ETH-2017-3-1071-7,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Xinhua News Agency,2017-06-06,1st LD Writethru: Blast kills at least 4 in Kenya's border region""",Xinhua News Agency,2017-06-06,1st LD Writethru: Blast kills at least 4 in Kenya's border region,Dadaab local government official Harun Kamau,5,Dabaab - Kulan road,"along Dadaab-Kulan road
which was travelling from Dadaab to Doble 
on way to Liboi, Garissa county",Garissa county,Dadaab constituency,0.200000,40.500000,POINT (40.5 0.2),130042,Kenya,KEN,501,Africa,1,1,2017-06-06 00:00:00.000,2017-06-06 00:00:00.000,0,0,0,0,0,4,0,,
241289,ETH-2017-3-1071-14.2,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Agence France Presse,2017-07-08,At least 9 dead in latest attack on Kenya coast""",Agence France Presse,2017-07-08,At least 9 dead in latest attack on Kenya coast,regional police officer,3,Lamu West constituency,Jima village,Lamu county,Lamu West constituency,-2.170111,40.587514,POINT (40.587514 -2.170111),126442,Kenya,KEN,501,Africa,1,1,2017-07-08 00:00:00.000,2017-07-08 00:00:00.000,0,0,4,0,4,5,4,,
239544,ETH-2017-3-1071-14.1,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Agence France Presse,2017-07-08,At least 9 dead in latest attack on Kenya coast""",Agence France Presse,2017-07-08,At least 9 dead in latest attack on Kenya coast,regional police officer,1,Pandanguo village,Pandaguo village,Lamu county,Lamu West constituency,-2.234716,40.477810,POINT (40.47781 -2.234716),126441,Kenya,KEN,501,Africa,1,1,2017-07-08 00:00:00.000,2017-07-08 00:00:00.000,0,0,5,0,5,4,5,,
239575,ETH-2017-3-1071-15,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Xinhua News Agency,2017-07-20,Suspected Al-Shabaab raids Kenyan village, kills 2""",Xinhua News Agency,2017-07-20,"Suspected Al-Shabaab raids Kenyan village, kills 2",Local police and witnesses,2,Mararani settlement,Mararani area,Lamu county,Lamu East constituency,-1.703092,41.302693,POINT (41.302693 -1.703092),127163,Kenya,KEN,501,Africa,1,1,2017-07-20 00:00:00.000,2017-07-20 00:00:00.000,0,0,2,0,2,2,2,,
240434,ETH-2017-3-1071-16,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""Xinhua News Agency,2017-08-02,1st LD-Writethru: 3 killed as Al-Shabaab ambushes commuter bus in coastal Kenya"";""The Star (Kenya),2017-08-02,Three killed after al Shabaab shoot at passenger bus in Lamu""",Xinhua News Agency;The Star (Kenya),2017-08-02;2017-08-02,1st LD-Writethru: 3 killed as Al-Shabaab ambushes commuter bus in coastal Kenya;Three killed after al Shabaab shoot at passenger bus in Lamu,government official,2,Nyangoro village,"Nyongoro area in Witu, Lamu county",Lamu county,Lamu West constituency,-2.328170,40.329870,POINT (40.32987 -2.32817),126441,Kenya,KEN,501,Africa,1,1,2017-08-02 00:00:00.000,2017-08-02 00:00:00.000,0,0,3,0,3,3,3,,
240688,ETH-2017-3-1071-21,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""Reuters News,2017-08-18,Suspected al Shabaab attackers kill three in Kenya's Lamu: official"";""Agence France Presse,2017-08-18,Four 'hacked to death' in coastal Kenya: police"";""Agence France Presse,2017-08-18,Four 'hacked to death' in Kenya attack claimed by Shabaab"";""ICG,2017-08-31,Kenya  AUGUST 2017""",Reuters News;Agence France Presse;Agence France Presse;ICG,2017-08-18;2017-08-18;2017-08-18;2017-08-31,Suspected al Shabaab attackers kill three in Kenya's Lamu: official;Four 'hacked to death' in coastal Kenya: police;Four 'hacked to death' in Kenya attack claimed by Shabaab;Kenya  AUGUST 2017,police,1,Maleli village,Maleli village in Kenya's coastal county of Lamu,Lamu county,Lamu West constituency,-2.329430,40.376990,POINT (40.37699 -2.32943),126441,Kenya,KEN,501,Africa,1,2,2017-08-17 00:00:00.000,2017-08-18 00:00:00.000,0,0,0,4,4,4,4,,
240726,ETH-2017-3-1071-24,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Xinhua News Agency,2017-08-31,Urgent: At least 3 killed in suspected Al-Shabaab attack in Kenya"";""Xinhua News Agency,2017-08-31,1st LD-Writethru: At least 3 killed in suspected Al-Shabaab attack in Kenya"";""Reuters News,2017-08-31,Landmine kills three in northeast Kenya - official""",Xinhua News Agency;Xinhua News Agency;Reuters News,2017-08-31;2017-08-31;2017-08-31,Urgent: At least 3 killed in suspected Al-Shabaab attack in Kenya;1st LD-Writethru: At least 3 killed in suspected Al-Shabaab attack in Kenya;Landmine kills three in northeast Kenya - official,Lamu County Commissioner Gilbert Kitiyo,2,Nyangoro village,"Nyongoro area, Garsen-Lamu road, Tana River region",Lamu county,Lamu West constituency,-2.328170,40.329870,POINT (40.32987 -2.32817),126441,Kenya,KEN,501,Africa,1,1,2017-08-30 00:00:00.000,2017-08-30 00:00:00.000,0,0,3,0,3,3,3,,
241716,ETH-2017-3-1071-32.1,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Xinhua News Agency,2017-09-06,1st Ld-Writethru: Al-Shabaab suspects behead 4 in Kenya's coastal Lamu county"";""The Star (Kenya),2017-09-06,Suspected al Shabaab behead four in latest dawn raid in Lamu"";""Reuters News,2017-09-06,Suspected al Shabaab militants behead four in Kenya's Lamu County: official""",Xinhua News Agency;The Star (Kenya);Reuters News,2017-09-06;2017-09-06;2017-09-06,1st Ld-Writethru: Al-Shabaab suspects behead 4 in Kenya's coastal Lamu county;Suspected al Shabaab behead four in latest dawn raid in Lamu;Suspected al Shabaab militants behead four in Kenya's Lamu County: official,"Regional police commander Larry Kieng; Lamu county commissioner Gilbert Kitiyo; Abdiasis Abu Musab, al Shabaab's spokesman for military op",1,Hindi village,Silini-Mashamban village,Lamu county,Lamu West constituency,-2.178380,40.818780,POINT (40.81878 -2.17838),126442,Kenya,KEN,501,Africa,1,2,2017-09-05 00:00:00.000,2017-09-06 00:00:00.000,0,0,2,0,2,2,2,,
241721,ETH-2017-3-1071-32.2,2017,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Xinhua News Agency,2017-09-06,1st Ld-Writethru: Al-Shabaab suspects behead 4 in Kenya's coastal Lamu county"";""The Star (Kenya),2017-09-06,Suspected al Shabaab behead four in latest dawn raid in Lamu"";""Reuters News,2017-09-06,Suspected al Shabaab militants behead four in Kenya's Lamu County: official""",Xinhua News Agency;The Star (Kenya);Reuters News,2017-09-06;2017-09-06;2017-09-06,1st Ld-Writethru: Al-Shabaab suspects behead 4 in Kenya's coastal Lamu county;Suspected al Shabaab behead four in latest dawn raid in Lamu;Suspected al Shabaab militants behead four in Kenya's Lamu County: official,"Regional police commander Larry Kieng; Lamu county commissioner Gilbert Kitiyo; Abdiasis Abu Musab, al Shabaab's spokesman for military op",3,Lamu West constituency,Bobo village,Lamu county,Lamu West constituency,-2.170111,40.587514,POINT (40.587514 -2.170111),126442,Kenya,KEN,501,Africa,1,1,2017-09-06 00:00:00.000,2017-09-06 00:00:00.000,0,0,1,0,1,1,1,,
253811,ETH-2018-3-1071-3,2018,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Xinhua News Agency,2018-02-16,Suspected Al-Shabaab militants kill 3 in Kenyan school attack"";""All Africa,2018-02-21,Suspect Arrested After Al Shabaab Attack On Wajir Teachers
CR 	Shabelle Media Network"";""The Star Kenya,2018-02-16,Suspected al Shabaab kill four at Wajir school""",Xinhua News Agency;All Africa;The Star Kenya,2018-02-16;2018-02-21;2018-02-16,"Suspected Al-Shabaab militants kill 3 in Kenyan school attack;Suspect Arrested After Al Shabaab Attack On Wajir Teachers
CR 	Shabelle Media Network;Suspected al Shabaab kill four at Wajir school","Mohamud Saleh, coordinator of Kenya's northeastern region",1,Qarsa village,"Qarsa primary school near the borders with Somalia and Ethiopia, Wajir",Wajir county,Wajir East constituency,2.079300,40.748400,POINT (40.7484 2.0793),132922,Kenya,KEN,501,Africa,1,1,2018-02-16 00:00:00.000,2018-02-16 00:00:00.000,0,0,4,0,4,4,4,,
256623,ETH-2018-3-1071-15,2018,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""Agence France Presse,2018-05-04,4 killed in suspected Shabaab attack in northern Kenya"";""Xinhua News Agency,2018-05-04,Al-Shabab kills 3 Kenyan quarry workers"";""BBC Monitoring Africa,2018-05-04,Kenyan police rescue 150 people after al-Shabab attack"";""The Star Kenya,2018-05-05,Shabaab kill four quarry workers in Mandera""",Agence France Presse;Xinhua News Agency;BBC Monitoring Africa;The Star Kenya,2018-05-04;2018-05-04;2018-05-04;2018-05-05,4 killed in suspected Shabaab attack in northern Kenya;Al-Shabab kills 3 Kenyan quarry workers;Kenyan police rescue 150 people after al-Shabab attack;Shabaab kill four quarry workers in Mandera,Police,1,Shimbirr Faduma village,"Shimbir Fatuma, Mandera South subcounty",Mandera county,Mandera South constituency,3.034444,40.522778,POINT (40.522778 3.034444),134362,Kenya,KEN,501,Africa,1,1,2018-05-03 00:00:00.000,2018-05-03 00:00:00.000,0,0,4,0,4,4,4,,
265557,ETH-2018-3-1071-36,2018,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""BBC Monitoring Newsfile,2018-09-14,Al-Shabab executes two civilians in northeastern Kenya""",BBC Monitoring Newsfile,2018-09-14,Al-Shabab executes two civilians in northeastern Kenya,"Witness, The Star",4,Garissa county,Garissa County,Garissa county,,-0.500000,40.250000,POINT (40.25 -0.5),129321,Kenya,KEN,501,Africa,1,1,2018-09-14 00:00:00.000,2018-09-14 00:00:00.000,0,0,2,0,2,2,2,,
266364,ETH-2018-3-1071-44,2018,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""Garowe Online,2018-10-10,Somalia: Kenyan teachers killed in suspected Al-Shabaab attack"";""Goobjoog.com,2018-10-10,Al-Shabaab militants kill two teachers in Kenya’s Mandera county"";""Halbeeg,2018-10-15,Kenya identifies mastermind behind attack on a school in Mandera"";""BBC Monitoring Newsfile,2018-10-10,Suspected al-Shabab militants kill two Kenyan teachers""",Garowe Online;Goobjoog.com;Halbeeg;BBC Monitoring Newsfile,2018-10-10;2018-10-10;2018-10-15;2018-10-10,Somalia: Kenyan teachers killed in suspected Al-Shabaab attack;Al-Shabaab militants kill two teachers in Kenya’s Mandera county;Kenya identifies mastermind behind attack on a school in Mandera;Suspected al-Shabab militants kill two Kenyan teachers,"Garowe Online, Goobjoog.com, Halbeeg News",1,Arabia locality,"Arabia Boys Secondary School, Mandera county",Mandera county,Mandera East constituency,3.557635,41.505665,POINT (41.505665 3.557635),135084,Kenya,KEN,501,Africa,1,1,2018-10-10 00:00:00.000,2018-10-10 00:00:00.000,0,0,2,0,2,2,2,,
277166,ETH-2019-3-1071-0,2019,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,12,"""S/2019/884,2019-11-15,Report of the Secretary-General on Somalia"";""Reuters News,2019-01-16,Gunmen kill 15 in Kenya hotel compound attack claimed by Somali Islamists"";""Reuters News,2019-01-15,British, American killed in militant attack in Kenya capital: mortuary"";""Reuters News,2019-01-15,Six bodies removed from buildings near Nairobi hotel attack -witnesses"";""BBC Monitoring Newsfile,2019-01-15,Somali militants say 47 killed in Kenya hotel attack"";""Agence France Presse,2019-01-15,Five dead in attack on upmarket Nairobi hotel complex"";""Agence France Presse,2019-01-16,Kenya hotel attack death toll rises to 21: police chief"";""Reuters News,2019-01-16,Death toll from militant attack on Kenyan hotel complex rises to 21: police chief"";""Agence France Presse,2019-01-16,Kenyan president says Nairobi attackers 'eliminated', 14 victims"";""BBC Monitoring Newsfile,2019-01-15,Al-Shabab claims responsibility for Kenyan hotel attack"";""BBC Monitoring Newsfile,2019-01-15,Six gunmen reportedly behind Kenya hotel attack"";""The Star (Kenya),2019-01-26,Taveta: Thousands attend burial of GSU officer killed in Dusit terror attack""",S/2019/884;Reuters News;Reuters News;Reuters News;BBC Monitoring Newsfile;Agence France Presse;Agence France Presse;Reuters News;Agence France Presse;BBC Monitoring Newsfile;BBC Monitoring Newsfile;The Star (Kenya),2019-11-15;2019-01-16;2019-01-15;2019-01-15;2019-01-15;2019-01-15;2019-01-16;2019-01-16;2019-01-16;2019-01-15;2019-01-15;2019-01-26,"Report of the Secretary-General on Somalia;Gunmen kill 15 in Kenya hotel compound attack claimed by Somali Islamists;British, American killed in militant attack in Kenya capital: mortuary;Six bodies removed from buildings near Nairobi hotel attack -witnesses;Somali militants say 47 killed in Kenya hotel attack;Five dead in attack on upmarket Nairobi hotel complex;Kenya hotel attack death toll rises to 21: police chief;Death toll from militant attack on Kenyan hotel complex rises to 21: police chief;Kenyan president says Nairobi attackers 'eliminated', 14 victims;Al-Shabab claims responsibility for Kenyan hotel attack;Six gunmen reportedly behind Kenya hotel attack;Taveta: Thousands attend burial of GSU officer killed in Dusit terror attack","panel of Experts
Pro-al-Shabaab Somali memo,",1,Nairobi city,"the DusitD2 compound, 14 Riverside Drive, Nairobi",Nairobi city county,,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,2019-01-15 00:00:00.000,2019-01-15 00:00:00.000,0,0,20,0,20,20,20,,
299717,ETH-2019-3-1071-28,2019,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2019-08-13,Al Shabaab returnees accused of Imam's murder"";""BBC Monitoring Africa,2019-08-15,Programme summary of Somalia's Radio Simba news 1000 gmt 14 Aug 19""",The Star (Kenya);BBC Monitoring Africa,2019-08-13;2019-08-15,Al Shabaab returnees accused of Imam's murder;Programme summary of Somalia's Radio Simba news 1000 gmt 14 Aug 19,"Police, The Star",3,Msambweni constituency,"Msambweni, Kwale county",Kwale county,Msambweni constituency,-4.419777,39.460529,POINT (39.460529 -4.419777),123559,Kenya,KEN,501,Africa,1,1,2019-08-10 00:00:00.000,2019-08-10 00:00:00.000,0,0,2,0,2,3,0,,
319310,ETH-2019-3-1071-43,2019,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""BBC Monitoring Africa,2019-11-21,Programme summary of Somalia's Radio Goobjoog news 1130 gmt 20 Nov 19""",BBC Monitoring Africa,2019-11-21,Programme summary of Somalia's Radio Goobjoog news 1130 gmt 20 Nov 19,Goobjoog website,6,Kenya,Kenyan coastal area,,,1.000000,38.000000,POINT (38 1),131477,Kenya,KEN,501,Africa,1,1,2019-11-20 00:00:00.000,2019-11-20 00:00:00.000,0,0,2,0,2,2,2,,
322803,ETH-2020-3-1071-0,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,5,"""Xinhua News Agency,2020-01-02,1st LD: 3 killed as suspected al-Shabab ambushes Kenyan commuter bus"";""BBC Monitoring Newsfile,2020-01-02,Terrorist attack leaves three dead in Kenya"";""The Star (Kenya),2020-01-02,Militants kill passengers, conductor in Lamu bus attack"";""Xinhua News Agency,2020-01-02,2nd LD Writethru-Roundup: Kenyan police launch manhunt for gunmen after bus attack kills 3"";""All Africa,2020-01-03,KDF Kills Four Suspects Linked to Thursday's Lamu Bus Ambush""",Xinhua News Agency;BBC Monitoring Newsfile;The Star (Kenya);Xinhua News Agency;All Africa,2020-01-02;2020-01-02;2020-01-02;2020-01-02;2020-01-03,"1st LD: 3 killed as suspected al-Shabab ambushes Kenyan commuter bus;Terrorist attack leaves three dead in Kenya;Militants kill passengers, conductor in Lamu bus attack;2nd LD Writethru-Roundup: Kenyan police launch manhunt for gunmen after bus attack kills 3;KDF Kills Four Suspects Linked to Thursday's Lamu Bus Ambush",local police,1,Nyangoro village,"Mombasa-Lamu route 
at Nyongoro area near Witu town in Lamu county",Lamu county,Lamu West constituency,-2.328170,40.329870,POINT (40.32987 -2.32817),126441,Kenya,KEN,501,Africa,1,1,2020-01-02 00:00:00.000,2020-01-02 00:00:00.000,0,0,3,0,3,3,3,,
326729,ETH-2020-3-1071-4,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,6,"""Agence France Presse,2020-01-13,Jihadists kill three teachers in attack on Kenya school"";""Xinhua News Agency,2020-01-13,3 feared dead as al-Shabab raid police camp in NE Kenya"";""All Africa,2020-01-13,Al Shabaab Militants Kill Three Teachers in Kenya
CR 	Shabelle Media Network"";""BBC Monitoring Newsfile,2020-01-13,Al-Shabab claims killing three teachers in Kenya"";""Xinhua News Agency,2020-01-13,3 teachers killed, 1 child injured as al-Shabab strikes NE Kenya"";""The Star (Kenya),2020-01-16,Teacher killed in Garissa attack was to wed in April""",Agence France Presse;Xinhua News Agency;All Africa;BBC Monitoring Newsfile;Xinhua News Agency;The Star (Kenya),2020-01-13;2020-01-13;2020-01-13;2020-01-13;2020-01-13;2020-01-16,"Jihadists kill three teachers in attack on Kenya school;3 feared dead as al-Shabab raid police camp in NE Kenya;Al Shabaab Militants Kill Three Teachers in Kenya
CR 	Shabelle Media Network;Al-Shabab claims killing three teachers in Kenya;3 teachers killed, 1 child injured as al-Shabab strikes NE Kenya;Teacher killed in Garissa attack was to wed in April",Police and witnesses,1,Kamuthe Primary School,"Kamuthe primary school
Kamuthe, 40 kilometres (25 miles) south of the town of Garissa.",Garissa county,Fafi constituency,-0.731780,39.834060,POINT (39.83406 -0.73178),128600,Kenya,KEN,501,Africa,1,1,2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,0,0,3,0,3,3,3,,
332384,ETH-2020-3-1071-7,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,7,"""Agence France Presse,2020-02-19,Three dead in suspected Islamist attack in Kenya"";""Xinhua News Agency,2020-02-19,1st LD Writethru: 3 killed in Kenya bus attack"";""The Star (Kenya),2020-02-19,Three killed in Mandera-Nairobi bus attack"";""The Star (Kenya),2020-02-19,Al Shabaab kill three in attack on Nairobi-bound bus"";""BBC Monitoring Newsfile,2020-02-19,Three killed in north-east Kenya militant attack"";""All Africa,2020-02-21,Alshabab Militants Kill 3 in Kenya Bus Raid  
CR  Dalsan Radio"";""Africa Research Bulletin,2020-03-18,KENYA: Teachers Flee Increased Attacks""",Agence France Presse;Xinhua News Agency;The Star (Kenya);The Star (Kenya);BBC Monitoring Newsfile;All Africa;Africa Research Bulletin,2020-02-19;2020-02-19;2020-02-19;2020-02-19;2020-02-19;2020-02-21;2020-03-18,"Three dead in suspected Islamist attack in Kenya;1st LD Writethru: 3 killed in Kenya bus attack;Three killed in Mandera-Nairobi bus attack;Al Shabaab kill three in attack on Nairobi-bound bus;Three killed in north-east Kenya militant attack;Alshabab Militants Kill 3 in Kenya Bus Raid  
CR  Dalsan Radio;KENYA: Teachers Flee Increased Attacks",Daily Nation website,2,Sarman area,Sarman area in Mandera County,Mandera county,Mandera North constituency,3.896344,40.730907,POINT (40.730907 3.896344),135082,Kenya,KEN,501,Africa,1,1,2020-02-19 00:00:00.000,2020-02-19 00:00:00.000,0,0,3,0,3,3,3,,
336245,ETH-2020-3-1071-8,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""BBC Monitoring Africa,2020-03-12,Kenyan town suspends bus services over insecurity"";""All Africa,2020-03-13,Bus Driver Recounts Al-Shabaab Attack in Kenya"";""Africa Research Bulletin,2020-04-30,KENYA: Police Brutality""",BBC Monitoring Africa;All Africa;Africa Research Bulletin,2020-03-12;2020-03-13;2020-04-30,Kenyan town suspends bus services over insecurity;Bus Driver Recounts Al-Shabaab Attack in Kenya;KENYA: Police Brutality,Radio Dalsan,1,Rhamu town,Ramu town,Mandera county,Mandera North constituency,3.931881,41.225615,POINT (41.225615 3.931881),135083,Kenya,KEN,501,Africa,1,2,2020-03-11 00:00:00.000,2020-03-12 00:00:00.000,0,0,2,0,2,2,2,,
