id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
336258,ETH-2020-3-1071-9,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""Xinhua News Agency,2020-03-15,Roadside blast kills 3, injure 2 in NE Kenya"";""BBC Monitoring Africa,2020-03-16,BBCM Africa Watchlist for 16 March"";""All Africa,2020-03-16,Three People Killed After Ambulance Runs Over IED in Garissa  
CR  Shabelle Media Network"";""Africa Research Bulletin,2020-04-30,KENYA: Police Brutality""",Xinhua News Agency;BBC Monitoring Africa;All Africa;Africa Research Bulletin,2020-03-15;2020-03-16;2020-03-16;2020-04-30,"Roadside blast kills 3, injure 2 in NE Kenya;BBCM Africa Watchlist for 16 March;Three People Killed After Ambulance Runs Over IED in Garissa  
CR  Shabelle Media Network;KENYA: Police Brutality",regional government official,2,Hulugho locality,Sangailu-Hulugho road,Garissa county,Ijara constituency,-0.896324,40.967814,POINT (40.967814 -0.896324),128602,Kenya,KEN,501,Africa,1,1,2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,0,0,3,0,3,3,3,,
374279,ETH-2020-3-1071-21,2020,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2020-12-30,Expectant woman survives Shabaab attack on ambulance in Mandera"";""Crisis Watch,2021-01-01,Kenya DECEMBER 2020""",The Star (Kenya);Crisis Watch,2020-12-30;2021-01-01,Expectant woman survives Shabaab attack on ambulance in Mandera;Kenya DECEMBER 2020,,1,El Wak town,Elwak,Mandera county,Banissa constituency,2.811916,40.929660,POINT (40.92966 2.811916),133642,Kenya,KEN,501,Africa,1,1,2020-12-30 00:00:00.000,2020-12-30 00:00:00.000,0,0,1,0,1,1,1,,
405207,ETH-2021-3-1071-11,2021,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""The Star (Kenya),2021-06-23,Al-Shabaab militants kill police reservist in Mandera attack"";""Xinhua News Agency,2021-06-21,Two civilians killed in al-Shabab attack in northeast Kenya"";""Strategic Intelligence,2021-07-01,Monthly Counter-Terrorism Intelligence Brief for East Africa (Kenya & Somalia) Shabaab Al-Mujahideen in Period of June 1st – June 30th, 2021: Tracking and Monitoring Al-Shabaab’s Activity in East Africa"";""Terrorism Monitor,2021-07-30,U.S. Troops to Combat al-Shabaab in Kenya Amid Mandera County’s Security Crisis""",The Star (Kenya);Xinhua News Agency;Strategic Intelligence;Terrorism Monitor,2021-06-23;2021-06-21;2021-07-01;2021-07-30,"Al-Shabaab militants kill police reservist in Mandera attack;Two civilians killed in al-Shabab attack in northeast Kenya;Monthly Counter-Terrorism Intelligence Brief for East Africa (Kenya & Somalia) Shabaab Al-Mujahideen in Period of June 1st – June 30th, 2021: Tracking and Monitoring Al-Shabaab’s Activity in East Africa;U.S. Troops to Combat al-Shabaab in Kenya Amid Mandera County’s Security Crisis",northeastern regional police commander,5,Kenya-Somalia border (Mandera county),on a road in Mandera South near the Kenya-Somalia border,Mandera county,Mandera South constituency,2.529985,40.912478,POINT (40.912478 2.529985),133642,Kenya,KEN,501,Africa,1,1,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000,0,0,3,0,3,3,3,,
413626,ETH-2021-3-1071-20,2021,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""BBC Monitoring Africa,2021-08-08,Somali militants claim killing Kenyan construction workers""",BBC Monitoring Africa,2021-08-08,Somali militants claim killing Kenyan construction workers,Calamada website,5,Kenya-Somalia border,near Ras Kamboni town along the border,,,1.055266,40.970970,POINT (40.97097 1.055266),131482,Kenya,KEN,501,Africa,1,1,2021-08-08 00:00:00.000,2021-08-08 00:00:00.000,0,0,2,0,2,2,2,,
425469,ETH-2021-3-1071-28,2021,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,6,"""Xinhua News Agency,2021-12-08,3 killed in suicide attack in western Kenya"";""Reuters News,2021-12-08,Suspected Islamist kills two in western Kenya - police"";""AllAfrica,2021-12-09,Kenyan Man Detonates Explosives, Killing 2"";""Crisiswatch,2022-01-01,Kenya DECEMBER 2021"";""Halbeeg News,2021-12-09,Three killed in suspected al-Shabaab bomb in western Kenya"";""Africa Research Bulletin,2022-01-18,KENYA: Major Incidents""",Xinhua News Agency;Reuters News;AllAfrica;Crisiswatch;Halbeeg News;Africa Research Bulletin,2021-12-08;2021-12-08;2021-12-09;2022-01-01;2021-12-09;2022-01-18,"3 killed in suicide attack in western Kenya;Suspected Islamist kills two in western Kenya - police;Kenyan Man Detonates Explosives, Killing 2;Kenya DECEMBER 2021;Three killed in suspected al-Shabaab bomb in western Kenya;KENYA: Major Incidents",police,3,Nyakach constituency,"Kamloma village in Kisumu County 

Nyakach area",Kisumu county,Nyakach constituency,-0.308022,34.878451,POINT (34.878451 -0.308022),129310,Kenya,KEN,501,Africa,1,1,2021-12-07 00:00:00.000,2021-12-07 00:00:00.000,0,0,2,1,3,3,3,,
427555,ETH-2022-3-1071-1,2022,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""BBC Monitoring Africa,2022-01-17,Al-Shabab kills two civilians in north-eastern Kenya"";""Strategic Intelligence,2022-02-03,Monthly Counter-Terrorism Intelligence Brief for East Africa (Kenya & Somalia) Shabaab Al-Mujahideen in Period of January 1st – January 31st, 2022: Tracking and Monitoring Al-Shabaab’s Activity in East Africa"";""Africa Research Bulletin,2022-02-13,KENYA: County Attacks""",BBC Monitoring Africa;Strategic Intelligence;Africa Research Bulletin,2022-01-17;2022-02-03;2022-02-13,"Al-Shabab kills two civilians in north-eastern Kenya;Monthly Counter-Terrorism Intelligence Brief for East Africa (Kenya & Somalia) Shabaab Al-Mujahideen in Period of January 1st – January 31st, 2022: Tracking and Monitoring Al-Shabaab’s Activity in East Africa;KENYA: County Attacks",Somali Memo,2,Barissa town,Banisa area,Mandera county,Banissa constituency,3.943398,40.343312,POINT (40.343312 3.943398),135081,Kenya,KEN,501,Africa,1,1,2022-01-17 00:00:00.000,2022-01-17 00:00:00.000,0,0,2,0,2,2,2,,
428271,ETH-2022-3-1071-5,2022,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Africa Research Bulletin,2022-02-13,KENYA: County Attacks""",Africa Research Bulletin,2022-02-13,KENYA: County Attacks,ARB,2,Lango la Simba locality,Lango la Simba area,Lamu county,Lamu West constituency,-2.295940,40.258000,POINT (40.258 -2.29594),126441,Kenya,KEN,501,Africa,1,1,2022-01-26 00:00:00.000,2022-01-26 00:00:00.000,0,0,6,0,6,6,6,,
433920,ETH-2022-3-1071-8,2022,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""Agence France Presse,2022-03-12,Five killed in attack near Kenya's border with Somalia"";""Crisiswatch,2022-04-01,Kenya MARCH 2022""",Agence France Presse;Crisiswatch,2022-03-12;2022-04-01,Five killed in attack near Kenya's border with Somalia;Kenya MARCH 2022,,4,Lamu county,a construction site in Lamu County,Lamu county,,-2.033333,40.783333,POINT (40.783333 -2.033333),126442,Kenya,KEN,501,Africa,1,1,2022-03-11 00:00:00.000,2022-03-11 00:00:00.000,0,0,5,0,5,5,5,,
433917,ETH-2022-3-1071-11,2022,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,5,"""Africa Research Bulletin,2022-04-18,KENYA: Diplomat Assaulted"";""AllAfrica,2022-03-14,Construction Workers Feared Dead in Boni Forest Terror Attack
CR 	Shabelle Media Network"";""AllAfrica,2022-03-15,Al-Shabaab Militants Kill 5 People, Wound Another in Lamu
CR 	Dalsan Radio"";""BBC Monitoring Africa,2022-03-12,Suspected militants kill 'several' workers in Kenyan county"";""Africa Research Bulletin,2022-04-18,KENYA: Diplomat Assaulted""",Africa Research Bulletin;AllAfrica;AllAfrica;BBC Monitoring Africa;Africa Research Bulletin,2022-04-18;2022-03-14;2022-03-15;2022-03-12;2022-04-18,"KENYA: Diplomat Assaulted;Construction Workers Feared Dead in Boni Forest Terror Attack
CR 	Shabelle Media Network;Al-Shabaab Militants Kill 5 People, Wound Another in Lamu
CR 	Dalsan Radio;Suspected militants kill 'several' workers in Kenyan county;KENYA: Diplomat Assaulted",the Daily Nation newspaper,2,Boni forest (Lamu county),"Majengo, within Boni forest",Lamu county,Lamu East constituency,-1.717327,41.334830,POINT (41.33483 -1.717327),127163,Kenya,KEN,501,Africa,1,1,2022-03-12 00:00:00.000,2022-03-12 00:00:00.000,0,0,5,0,5,5,5,,
459911,ETH-2022-3-1071-19,2022,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Crisiswatch,2023-01-01,Kenya DECEMBER 2022"";""The Star (Kenya),2022-12-29,Al-Shabaab terrorists disguised as KDF kill 2 people in Witu, Lamu"";""AllAfrica,2022-12-29,Al-Shabaab Terrorists Disguised as KDF Officers Kill 2 People in Lamu
CR 	Capital FM""",Crisiswatch;The Star (Kenya);AllAfrica,2023-01-01;2022-12-29;2022-12-29,"Kenya DECEMBER 2022;Al-Shabaab terrorists disguised as KDF kill 2 people in Witu, Lamu;Al-Shabaab Terrorists Disguised as KDF Officers Kill 2 People in Lamu
CR 	Capital FM",,2,Witu village,Witu area,Lamu county,Lamu West constituency,-2.389545,40.436929,POINT (40.436929 -2.389545),126441,Kenya,KEN,501,Africa,1,1,2022-12-28 00:00:00.000,2022-12-28 00:00:00.000,0,0,2,0,2,2,2,,
461945,ETH-2023-3-1071-0,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""The Star (Kenya),2023-01-16,Woman killed, 8 wounded in al-Shabaab attack on PSV in Mandera""",The Star (Kenya),2023-01-16,"Woman killed, 8 wounded in al-Shabaab attack on PSV in Mandera",police and survivors,2,Sarman area,between Sarman and Olla,Mandera county,Mandera North constituency,3.896344,40.730907,POINT (40.730907 3.896344),135082,Kenya,KEN,501,Africa,1,1,2023-01-16 00:00:00.000,2023-01-16 00:00:00.000,0,0,1,0,1,1,1,,
478530,ETH-2023-3-1071-4,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""Gulf of Aden Security Review,2023-06-06,Gulf of Aden Security Review – June 6, 2023""",Gulf of Aden Security Review,2023-06-06,"Gulf of Aden Security Review – June 6, 2023",Gulf of Aden Security Review,5,Between Mandera and Banissa,"between Olla and Lanfin, Banisa-Mandera Road",Mandera county,,3.896042,41.056440,POINT (41.05644 3.896042),135083,Kenya,KEN,501,Africa,1,1,2023-06-03 00:00:00.000,2023-06-03 00:00:00.000,0,0,2,0,2,2,2,,
480575,ETH-2023-3-1071-7,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,4,"""Reuters News,2023-06-25,Five killed in attack in Kenya's Lamu county"";""Agence France Presse,2023-06-25,Jihadists kill five civilians in east Kenya: witness, police source"";""Xinhua News Agency,2023-06-25,Al-Shabaab militants kill 5 villagers in Kenya's coastal region"";""Crisiswatch,2023-07-01,Kenya JUNE 2023""",Reuters News;Agence France Presse;Xinhua News Agency;Crisiswatch,2023-06-25;2023-06-25;2023-06-25;2023-07-01,"Five killed in attack in Kenya's Lamu county;Jihadists kill five civilians in east Kenya: witness, police source;Al-Shabaab militants kill 5 villagers in Kenya's coastal region;Kenya JUNE 2023",police,2,Mpeketoni town,"villages of Juhudi and Salama

near Mpeketoni",Lamu county,Lamu West constituency,-2.392715,40.694218,POINT (40.694218 -2.392715),126442,Kenya,KEN,501,Africa,1,1,2023-06-24 00:00:00.000,2023-06-24 00:00:00.000,0,0,5,0,5,5,5,,
482471,ETH-2023-3-1071-9,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2023-07-12,Man burnt alive by suspected Shabaab militants in Lamu"";""Africa Research Bulletin,2023-08-14,KENYA: Deadly Protests""",The Star (Kenya);Africa Research Bulletin,2023-07-12;2023-08-14,Man burnt alive by suspected Shabaab militants in Lamu;KENYA: Deadly Protests,,2,Boni forest (Lamu county),Salama,Lamu county,Lamu East constituency,-1.717327,41.334830,POINT (41.33483 -1.717327),127163,Kenya,KEN,501,Africa,1,1,2023-07-12 00:00:00.000,2023-07-12 00:00:00.000,0,0,1,0,1,1,1,,
484290,ETH-2023-3-1071-11,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,6,"""Crisiswatch,2023-09-01,Kenya AUGUST 2023"";""AllAfrica,2023-08-03,Two Killed, 10 Injured As Over 60 Terrorists Attack Civilians in Kenya
CR 	Shabelle Media Network"";""Xinhua News Agency,2023-08-01,At least 1 killed in suspected al-Shabab attack in coastal Kenya"";""The Star (Kenya),2023-08-01,One killed, others injured in suspected Lamu al Shabaab attack"";""Gulf of Aden Security Review,2023-08-01,Gulf of Aden Security Review - August 1, 2023"";""AllAfrica,2023-08-02,CS Kindiki Says 60 Al-Shabaab Militants Involved in Lamu Attack Killed""",Crisiswatch;AllAfrica;Xinhua News Agency;The Star (Kenya);Gulf of Aden Security Review;AllAfrica,2023-09-01;2023-08-03;2023-08-01;2023-08-01;2023-08-01;2023-08-02,"Kenya AUGUST 2023;Two Killed, 10 Injured As Over 60 Terrorists Attack Civilians in Kenya
CR 	Shabelle Media Network;At least 1 killed in suspected al-Shabab attack in coastal Kenya;One killed, others injured in suspected Lamu al Shabaab attack;Gulf of Aden Security Review - August 1, 2023;CS Kindiki Says 60 Al-Shabaab Militants Involved in Lamu Attack Killed",Interior Cabinet Secretary Kithure Kindiki,2,Nyangoro village,near Nyongoro area on Lamu-Garsen road,Lamu county,Lamu West constituency,-2.328170,40.329870,POINT (40.32987 -2.32817),126441,Kenya,KEN,501,Africa,1,1,2023-08-01 00:00:00.000,2023-08-01 00:00:00.000,0,0,2,0,2,2,2,,
486453,ETH-2023-3-1071-12,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2023-08-15,Two killed, three missing in Lamu terror attack"";""Crisiswatch,2023-09-01,Kenya AUGUST 2023""",The Star (Kenya);Crisiswatch,2023-08-15;2023-09-01,"Two killed, three missing in Lamu terror attack;Kenya AUGUST 2023",Police and witnesses,2,Milhoi locality,towards Mokowe in the Milihoi area,Lamu county,Lamu West constituency,-2.216667,40.700000,POINT (40.7 -2.216667),126442,Kenya,KEN,501,Africa,1,1,2023-08-15 00:00:00.000,2023-08-15 00:00:00.000,0,0,2,0,2,2,2,,
487493,ETH-2023-3-1071-14,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2023-08-22,Suspected al Shabaab terrorists kill two, torch houses in Lamu attack"";""Crisiswatch,2023-09-01,Kenya AUGUST 2023""",The Star (Kenya);Crisiswatch,2023-08-22;2023-09-01,"Suspected al Shabaab terrorists kill two, torch houses in Lamu attack;Kenya AUGUST 2023",Lamu West deputy county commissioner,2,Lango la Simba locality,Lango la Simba area on the Witu-Lamu-Garsen road,Lamu county,Lamu West constituency,-2.295940,40.258000,POINT (40.258 -2.29594),126441,Kenya,KEN,501,Africa,1,1,2023-08-22 00:00:00.000,2023-08-22 00:00:00.000,0,0,2,0,2,2,2,,
491433,ETH-2023-3-1071-16,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,3,"""Xinhua News Agency,2023-09-17,4 killed in roadside blast in Kenyan border region"";""Crisiswatch,2023-10-01,Kenya SEPTEMBER 2023"";""Somali Digest,2023-09-18,Al-Shabaab IED attack claims four lives in Mandera, Kenya""",Xinhua News Agency;Crisiswatch;Somali Digest,2023-09-17;2023-10-01;2023-09-18,"4 killed in roadside blast in Kenyan border region;Kenya SEPTEMBER 2023;Al-Shabaab IED attack claims four lives in Mandera, Kenya",police,5,Mandera - Wajir highway,Mandera - Wajir road,,,3.079265,40.898323,POINT (40.898323 3.079265),134362,Kenya,KEN,501,Africa,1,1,2023-09-16 00:00:00.000,2023-09-16 00:00:00.000,0,0,4,0,4,4,4,,
492444,ETH-2023-3-1071-15,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""The Star (Kenya),2023-09-20,Mambo ni matatu! Kindiki tells terrorists, criminal groups"";""The Star (Kenya),2023-09-20,One killed, several houses torched in Lamu al Shabaab raid""",The Star (Kenya);The Star (Kenya),2023-09-20;2023-09-20,"Mambo ni matatu! Kindiki tells terrorists, criminal groups;One killed, several houses torched in Lamu al Shabaab raid",Witnesses,2,Witu village,Widhu area,Lamu county,Lamu West constituency,-2.389545,40.436929,POINT (40.436929 -2.389545),126441,Kenya,KEN,501,Africa,1,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,0,0,1,0,1,1,1,,
501093,ETH-2023-3-1071-19,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""The Star (Kenya),2023-11-01,MP Yakub calls for recognition of local youth in fight against terror""",The Star (Kenya),2023-11-01,MP Yakub calls for recognition of local youth in fight against terror,,2,Yumbis village,Yumbis,Garissa county,Fafi constituency,-0.241402,40.140305,POINT (40.140305 -0.241402),129321,Kenya,KEN,501,Africa,1,3,2023-10-16 00:00:00.000,2023-10-22 00:00:00.000,0,0,1,0,1,1,1,,
501924,ETH-2023-3-1071-20,2023,1,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""The Star (Kenya),2023-11-26,Lamu terror: One dead, houses burnt in suspected al Shabaab raid""",The Star (Kenya),2023-11-26,"Lamu terror: One dead, houses burnt in suspected al Shabaab raid",police (the star kenya),4,Lamu county,In Marafa village; Lamu County.,Lamu county,,-2.033333,40.783333,POINT (40.783333 -2.033333),126442,Kenya,KEN,501,Africa,1,1,2023-11-25 00:00:00.000,2023-11-25 00:00:00.000,0,0,1,0,1,1,1,,
44383,PAK-2002-3-1075-0,2002,1,Clear,3,769,608,al-Qaida  - Civilians,769,1075,al-Qaida  - Civilians,769,769,al-Qaida,9999,1,Civilians,2,"""CNN,2002-12-03,Al Qaeda claims responsibility for Kenya attacks"";""CTC Sentinel SEPTEMBER 2021, Volume 14, Issue 7,2021-10-01,The Threat in Africa—The New Epicenter of Global Jihadi Terror""","CNN;CTC Sentinel SEPTEMBER 2021, Volume 14, Issue 7",2002-12-03;2021-10-01,Al Qaeda claims responsibility for Kenya attacks;The Threat in Africa—The New Epicenter of Global Jihadi Terror,,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2002-11-28 00:00:00.000,2002-11-28 00:00:00.000,0,0,13,0,13,13,13,,
35769,ETH-1993-2-54-1,1993,1,Clear,2,5223,4613,Nyangatom  - Turkana,5223,5223,Nyangatom  - Turkana,712,712,Nyangatom,693,693,Turkana,-1,Reuters 17/7-93,,,,,3,Turkana district,"Turkana district, Rift Valley Province",Rift Valley province,Turkana district,3.000000,35.500000,POINT (35.5 3),134352,Kenya,KEN,501,Africa,2,3,1993-07-05 00:00:00.000,1993-07-11 00:00:00.000,121,36,0,0,157,157,157,,
35771,ETH-1996-2-54-1,1996,0,Clear,2,5223,4613,Nyangatom  - Turkana,5223,5223,Nyangatom  - Turkana,712,712,Nyangatom,693,693,Turkana,-1,http://www.africa.upenn.edu/EUE/eue_atfield1096.html,,,,,2,Kibish area,Kibish area,Rift Valley province,Turkana district,5.233856,35.829131,POINT (35.829131 5.233856),137232,Kenya,KEN,501,Africa,2,4,1996-10-01 00:00:00.000,1996-10-30 00:00:00.000,0,0,0,3,3,3,3,,
